City,Category,POI,Description,Country
Madrid,sleep,ibis Styles Madrid Prado,"The small and inconspicious ibis Styles gets great reviews thanks to a combination of nice rooms, good staff and ideal location, all that at a reasonable price including breakfast.",Spain
Madrid,sleep,Hostal Brisas,"All rooms have ensuite, TV, central heating, air conditioning.",Spain
Madrid,sleep,Hostal Plaza d'Ort,"Cheap hotel with a good location near Plaza de Santa Ana. All rooms feature bathrooms, TV and air conditioning.",Spain
Madrid,sleep,Hostal Villagarcía,"Centrally located, all rooms include bathroom, TV, free wi-fi, air conditioning, central heating, laundry and baggage storage facilities. Rooms with kitchen, washing machine and fridge are also available.",Spain
Madrid,sleep,Hostal Visa,"Simple, clean and secure. Central location close to Gran Via. Friendly staff.",Spain
Madrid,sleep,Hostal Asunción,"Simple but clean, on 2nd floor of building. Staff speak excellent English, very friendly. Reception open 6:00 to 00:00, but no curfew, guests get access code to front door. Good free WiFi.",Spain
Madrid,sleep,Artistic Bed & Breakfast,"Conveniently located in the center of Madrid, a quiet bed and breakfast with a unique style and decoration.",Spain
Madrid,sleep,Asturias,A 2 star hotel. The Asturias is only 200 meters from the central Puerta del Sol.,Spain
Madrid,sleep,Hotel Madrid Preciados,4-star hotel in excellent location.,Spain
Madrid,sleep,Caballero Errante,"3 star hotel with modern features, clean rooms and helpful staff. Just over 1.5km walk from the Bernabeu Stadium.",Spain
Madrid,sleep,Hotel Senator Gran Via Madrid,"4-star hotel. Restaurant, bar, and meeting space.",Spain
Madrid,sleep,Pension Paquita,Family-run.,Spain
Madrid,sleep,ME Madrid,Located in Plaza de Santa Ana,Spain
Madrid,sleep,Adler Hotel Madrid,5-star hotel housed in a completely refurbished building equipped with the modern facilities but whose 19th-century charm and secluded atmosphere have been carefully maintained. 45 deluxe rooms and suites.,Spain
Madrid,sleep,Gran Hotel Velazquez,The Gran Hotel Velázquez is a 4 star hotel located in the Salamanca district. This hotel has been providing stylish accommodation for over 50 years.,Spain
Madrid,sleep,Gran Melia Fenix,"Distinguished by a grand and glowing white exterior; bathed in neo-classical design; an illustrious interior of flowing banisters, bold colors, and noble décor.",Spain
Madrid,sleep,Hotel De Las Letras,"Old building with tasteful modern interior. Well sound-proofed against the busy Gran Via outside. Very comfortable beds. Rooms with TV, hi-fi, mini bar, bath/shower. Optional breakfast buffet with wide choice of good quality food and drinks. Pleasant, comfortable bar.",Spain
Madrid,sleep,Hotel Villa Magna,A 5-star hotel on one of Madrid's most exclusive streets. 151 rooms and suites. The hotel is surrounded by landscaped gardens.,Spain
Madrid,sleep,Maria Elena Palace,The Hotel María Elena Palace is located just 200 metres away from the Puerta del Sol. Renowned for its magnificent glass dome in the lobby.,Spain
Madrid,sleep,Meninas Hotel,4-star hotel in an exquisite historic building of the XIX century in the historic center of Madrid that has been transformed into a state-of-the-art boutique hotel. A classic atmosphere blended with modern decorative touches - a balance of unpretentious formality and well tempered cordiality.,Spain
Madrid,sleep,Shearton Madrid Mirasierra,"A modern luxury hotel located in prestigious residential district Mirasierra, overlooking the Sierra de Guadarama. The hotel is also home to the [http://www.restaurantverdil.es Verdil Restaurant] {{dead link|May 2016}}.",Spain
Madrid,sleep,Osuna,Set in the middle of the main business districts.,Spain
Madrid,sleep,Quo Puerta del Sol,The turn-of-the-century grandeur with modern conveniences and amenities. Hotel Quo Puerta del Sol is housed in a emblematic building from the beginning of the 20th century with unique views of the city. It has been totally restored in 2003.,Spain
Madrid,sleep,Petit Palace Lealtad Plaza,Stylish 4 star-hotel in the Retiro district in central Madrid.,Spain
New York,other,VisitRochester,"The official visitor's association for the Greater Rochester area.  In addition to English, brochures are available in eight foreign languages: Chinese (simplified), French, German, Italian, Japanese, Korean, Portuguese, and Spanish.  VisitRochester has information centers in the following locations:",USA
New York,other,Center City Visitor Information Center,This is the main office for VisitRochester.,USA
New York,other,Visitor Information Booth,"Although only staffed during the listed hours, the booth's brochures can be picked up anytime.",USA
New York,other,Downtown Information Center,Focuses on downtown information.  Keep an eye out for red-shirted Downtown Safety Services team members on bike or on foot; they roam downtown and can help you with any problems you have.,USA
New York,see,Genesee Valley Park,"Located at the confluence of the Genesee River and the Erie Canal, the park is a great place to step off onto the Genesee Riverway Trail, the Genesee Valley Greenway, and the Erie Canalway Trail (see below).",USA
New York,see,Highland Park,"Most famous for its hundreds of lilacs, Highland Park is the site of the annual '''Lilac Festival'''. Even when the lilacs aren't blooming, though, there are countless other examples of Rochester's horticultural tradition. There is a Sunken Garden behind the Warner Castle, and the Highland Park Bowl, a natural amphitheater, hosts concerts and films during the summer. The park also hosts the county's Vietnam Veterans Memorial and the AIDS Remembrance Garden.",USA
New York,see,Lamberton Conservatory,"The conservatory holds a number of more exotic plants that wouldn't survive outside in Rochester, including desert and tropical species. Open year-round and a wonderful refuge from the stark winter landscapes.",USA
New York,see,Mount Hope Cemetery,"Frederick Douglass, Susan B. Anthony and other historic figures are buried in this beautiful Victorian cemetery. Also a great place for running. Guided tours are available periodically throughout the year; the Halloween tour is particularly popular.",USA
New York,see,Artisan Works,"A non-profit organization housed in a huge warehouse, Artisan Works comprises a labyrinth of hallways and levels where every square inch is covered with art in all media (but mostly painting and sculpture). Everything is for sale. The gallery provides studio space to dozens of artists, some of whom may be working when you visit, and all of whom are happy to chat about what they're making. Also within is the Triangle Theater, a 30-seat movie theater which features films by student and local filmmakers.",USA
New York,see,Charlotte-Genesee Lighthouse,"If, when you get to the lighthouse, you wonder where the shore is, it's half a mile northeast. That's how much land has been added to the northern shore of New York since the lighthouse was built in 1822. Museum on the first floor has a lot of displays on Rochester's harbor history.",USA
New York,see,Gallery r,"A small gallery operated by RIT students, featuring the work of fine art students and other artists of note.",USA
New York,see,George Eastman Museum,"The world's oldest photography museum, the George Eastman Museum could really be considered three museums in one. First, and most visible, is the George Eastman House, the mansion built by the founder of Eastman Kodak, restored to appear much as it did when he was alive, illustrating the life of Rochester's elite in the early twentieth century. Second, the museum hosts regular rotating exhibits highlighting the history of photography and film. Third, and perhaps most importantly, the museum houses an enormous archive of photographs, film, and related technology, among the largest in the world. Other institutions regularly send film here for conservation. Guided tours of the house are available, and the exhibits can be toured at your own pace, but access to the archives is restricted to serious researchers only. Films are presented regularly in the museum's Dryden Theatre (see below).",USA
New York,see,Image City Photography Gallery,"A gallery devoted to photography with a new show every four weeks. If a work strikes your fancy, feel free to purchase it!",USA
New York,see,Memorial Art Gallery,"The premier art museum in the area, with over 12,000 items, from artists both obscure and renowned. A real Baroque Italian organ resides inside. The Centennial Sculpture Park on the grounds is open 24/7.",USA
New York,see,Rochester Medical Museum and Archives,"Several different collections, for both exhibition and research, are combined here to document the public health of Rochester and Monroe County.",USA
